RecordID,AQI,PM10,PM2_5,NO2,SO2,O3,Temperature,Humidity,WindSpeed,RespiratoryCases,CardiovascularCases,HospitalAdmissions,HealthImpactScore,HealthImpactClass
4484,285.14,145.21,65.66,146.26,3.91,144.88,30.85,16.45,14.73,6,2,3,100.00,0.00
4485,105.05,293.48,94.40,185.49,1.39,120.55,33.12,94.84,16.60,13,4,2,100.00,0.00
4486,371.14,262.23,159.74,150.01,35.34,188.75,16.52,26.47,1.36,12,5,4,100.00,0.00
4487,12.60,107.72,9.29,88.39,19.48,57.82,13.79,27.44,6.46,8,5,2,30.99,3.00
4488,177.42,13.65,31.71,30.20,26.84,21.16,32.42,68.23,15.84,8,4,2,65.00,1.00
4489,390.11,253.69,79.59,161.27,82.09,110.80,18.15,75.18,9.86,8,8,2,100.00,0.00
4490,281.95,273.37,45.99,92.14,16.30,157.31,18.93,76.32,13.90,12,2,3,100.00,0.00
4491,130.58,246.19,67.58,15.06,78.02,168.60,11.70,43.76,10.05,15,5,0,98.49,0.00
4492,347.48,38.38,199.63,143.81,67.51,180.45,8.64,88.60,19.56,11,5,3,100.00,0.00
4493,283.70,299.37,165.08,58.37,32.64,164.60,14.03,58.96,18.72,15,2,7,100.00,0.00
4494,398.12,77.58,176.78,9.78,54.66,73.73,8.24,49.47,5.62,6,5,3,100.00,0.00
4495,367.51,217.26,187.41,180.55,44.44,229.36,7.18,82.93,7.72,14,6,3,100.00,0.00
4496,305.05,272.41,68.19,96.62,12.84,26.33,39.68,31.92,8.63,16,4,0,100.00,0.00
4497,244.09,70.71,59.42,56.19,90.72,59.51,6.81,87.42,2.08,7,4,3,100.00,0.00
4498,66.59,272.48,46.81,143.28,56.96,221.81,2.82,58.49,8.08,9,2,1,95.40,0.00
4499,130.67,92.84,166.02,177.18,88.02,83.92,7.70,91.01,15.50,11,7,0,100.00,0.00
4500,209.55,292.92,135.91,0.06,82.38,148.04,19.54,28.15,16.94,9,5,0,100.00,0.00
4501,299.65,84.38,47.23,137.57,7.98,98.16,35.55,94.25,17.72,9,3,1,100.00,0.00
4502,256.85,286.03,75.40,153.40,20.73,152.09,29.39,71.91,0.29,11,6,3,100.00,0.00
4503,144.09,16.06,101.34,41.99,14.53,104.00,32.11,65.65,15.78,8,6,2,78.03,1.00
4504,3.23,212.78,105.63,97.92,83.08,298.26,32.95,47.99,10.05,17,4,1,85.00,0.00
4505,248.12,159.63,177.75,17.86,86.24,107.24,36.03,96.07,4.12,13,0,7,100.00,0.00
4506,142.81,143.36,76.11,149.35,52.80,188.11,1.75,49.95,9.97,11,5,1,100.00,0.00
4507,367.30,67.05,181.70,169.49,10.42,266.50,12.92,54.87,16.89,10,5,1,100.00,0.00
4508,11.97,211.68,88.27,21.64,13.56,191.38,9.26,80.33,8.68,15,5,3,63.50,1.00
4509,292.41,57.24,149.27,163.29,81.35,169.76,9.09,35.64,19.81,11,6,0,100.00,0.00
4510,470.74,165.85,186.05,154.31,92.92,170.77,22.61,36.23,12.33,10,4,1,100.00,0.00
4511,87.20,75.97,181.52,69.38,19.95,148.94,10.09,79.78,9.80,8,2,2,91.90,0.00
4512,235.82,286.69,11.39,138.06,1.11,242.27,20.82,21.57,5.90,5,3,3,100.00,0.00
4513,45.71,8.59,41.14,0.01,33.10,15.13,9.11,84.07,0.22,14,7,1,25.50,3.00
4514,312.84,59.92,95.38,186.36,3.05,265.54,5.56,66.27,12.21,5,6,1,100.00,0.00
4515,275.27,72.69,86.31,110.08,82.80,175.89,7.65,58.52,11.55,11,5,2,100.00,0.00
4516,203.68,124.22,128.18,124.07,49.15,254.66,30.19,30.62,10.34,4,5,4,100.00,0.00
4517,260.69,69.82,188.94,132.93,64.19,3.12,20.05,80.77,10.75,7,5,0,100.00,0.00
4518,448.29,147.40,22.48,112.27,41.15,260.78,38.70,82.45,16.87,10,4,1,100.00,0.00
4519,98.15,261.74,90.37,171.35,34.55,36.04,31.63,53.46,6.34,7,8,4,94.26,0.00
4520,11.28,213.62,38.48,121.94,22.22,216.37,14.29,45.03,11.01,8,5,5,66.12,1.00
4521,430.83,173.99,178.82,181.55,77.05,124.96,2.12,32.15,13.60,12,5,2,100.00,0.00
4522,288.56,26.70,192.92,116.47,69.55,204.32,23.70,77.88,4.20,7,5,2,100.00,0.00
4523,445.33,208.20,95.74,34.22,36.07,188.46,26.33,67.55,18.50,10,1,3,100.00,0.00
4524,298.47,49.92,20.80,182.71,32.11,49.02,13.21,28.60,14.74,10,3,0,100.00,0.00
4525,405.08,235.91,157.06,136.33,0.12,154.38,1.50,81.50,1.07,9,4,1,100.00,0.00
4526,214.84,75.02,139.43,139.85,6.36,83.17,17.86,89.40,17.30,10,7,1,100.00,0.00
4527,374.93,125.11,70.93,197.10,62.33,168.13,2.69,15.33,18.60,6,6,3,100.00,0.00
4528,456.52,105.14,177.48,15.04,51.46,221.40,37.00,79.52,15.87,8,4,2,100.00,0.00
4529,286.06,257.64,195.17,85.72,43.48,24.38,21.44,86.75,8.52,12,4,1,100.00,0.00
4530,90.39,37.96,111.57,47.82,82.75,154.73,4.60,99.24,19.89,10,5,4,76.40,1.00
4531,134.40,169.69,113.15,126.09,50.39,185.29,0.79,31.38,2.49,10,5,3,100.00,0.00
4532,99.32,42.62,59.50,161.36,38.45,88.61,25.84,43.39,10.73,10,6,1,71.05,1.00
4533,123.43,211.44,116.90,193.26,16.13,285.90,25.39,96.96,3.41,16,5,1,100.00,0.00
4534,153.21,271.52,87.93,90.92,82.07,156.09,19.86,18.46,8.79,7,5,2,100.00,0.00
4535,277.57,130.38,60.44,157.24,57.62,54.76,20.72,57.13,18.55,12,7,1,100.00,0.00
4536,294.00,146.43,13.44,183.41,9.25,32.34,20.19,55.61,15.89,10,4,2,100.00,0.00
4537,213.25,278.23,50.54,136.67,64.89,162.50,8.01,64.59,15.64,8,4,2,100.00,0.00
4538,307.71,156.30,39.57,48.55,42.51,112.57,36.87,39.77,7.08,5,7,3,100.00,0.00
4539,40.79,146.28,108.41,121.57,81.14,57.76,13.96,93.33,18.69,10,4,2,68.90,1.00
4540,43.89,173.50,120.33,193.99,91.89,9.21,-8.98,34.31,7.37,11,6,0,79.58,1.00
4541,85.91,206.77,121.71,197.51,60.05,169.98,7.42,68.47,0.80,5,6,3,100.00,0.00
4542,259.04,32.07,77.64,128.47,73.16,179.58,-3.49,54.63,12.76,11,4,0,100.00,0.00
4543,107.00,246.33,84.25,177.40,5.66,42.54,8.17,34.00,7.25,10,11,2,95.09,0.00
4544,141.64,130.65,166.85,40.07,56.03,180.52,20.41,27.00,3.07,11,4,0,100.00,0.00
4545,200.16,21.70,95.25,49.22,75.53,285.59,-8.87,96.09,18.69,9,5,2,100.00,0.00
4546,405.93,235.85,197.55,190.58,49.68,293.49,33.51,60.52,12.74,11,4,1,100.00,0.00
4547,6.93,113.08,87.92,27.05,59.36,266.55,20.52,64.38,18.81,11,8,2,61.33,1.00
4548,324.69,30.11,129.92,38.22,89.89,242.12,4.77,80.46,11.66,12,3,1,100.00,0.00
4549,334.44,190.13,10.07,84.11,19.81,62.81,5.56,17.31,1.28,15,2,0,100.00,0.00
4550,399.33,264.04,130.67,117.92,9.82,46.93,13.28,74.24,0.60,8,2,1,100.00,0.00
4551,466.38,266.33,170.29,120.76,69.06,133.48,2.40,24.86,18.01,8,2,1,100.00,0.00
4552,10.07,287.30,188.49,58.40,82.28,185.89,-9.78,76.64,0.77,8,7,0,98.44,0.00
4553,76.89,260.31,199.46,184.12,85.05,255.20,-8.67,22.72,12.30,7,6,3,100.00,0.00
4554,443.09,0.64,56.44,183.02,64.16,69.59,7.89,84.92,5.96,9,10,0,100.00,0.00
4555,229.26,114.07,115.07,78.41,83.32,143.89,-3.79,71.29,13.75,13,4,3,100.00,0.00
4556,282.30,245.56,90.14,86.86,70.07,194.23,-8.88,44.73,5.69,10,8,0,100.00,0.00
4557,331.51,109.88,112.76,140.50,8.74,133.68,32.96,42.30,0.74,10,7,0,100.00,0.00
4558,339.53,180.46,31.49,132.60,76.20,136.26,3.71,23.41,14.62,9,4,4,100.00,0.00
4559,465.87,181.90,171.23,76.46,17.94,67.54,15.16,91.36,6.22,8,2,2,100.00,0.00
4560,498.47,109.51,181.91,82.85,23.66,296.00,-1.03,20.67,11.02,10,6,0,100.00,0.00
4561,360.08,271.34,89.93,69.61,39.47,142.56,-7.66,52.49,15.48,13,4,1,100.00,0.00
4562,143.61,150.97,56.09,47.08,31.46,159.82,27.24,31.29,14.06,12,4,3,89.60,0.00
4563,439.88,139.44,28.17,91.63,32.17,65.57,-3.75,99.67,6.97,9,6,2,100.00,0.00
4564,24.61,299.25,136.75,137.29,16.93,154.24,-8.71,62.73,14.96,8,4,0,94.35,0.00
4565,115.54,148.05,62.45,148.39,29.39,76.60,19.36,23.46,18.51,12,6,2,84.03,0.00
4566,448.69,53.52,181.91,155.77,1.97,60.70,-9.33,70.08,12.20,10,4,0,100.00,0.00
4567,128.10,153.92,134.20,74.95,47.29,82.72,11.81,99.24,14.07,11,5,5,97.50,0.00
4568,110.33,244.21,129.14,152.93,76.86,0.83,4.44,64.45,17.32,11,5,4,100.00,0.00
4569,69.06,233.06,111.88,1.30,86.22,171.05,5.97,51.16,16.87,11,4,2,86.80,0.00
4570,429.56,236.57,9.16,95.41,82.04,116.24,-9.81,36.39,7.03,9,3,0,100.00,0.00
4571,250.03,212.41,186.38,158.78,41.65,269.61,38.22,18.29,19.83,4,5,1,100.00,0.00
4572,337.45,76.27,125.59,126.01,73.04,12.21,15.85,30.54,0.57,12,3,2,100.00,0.00
4573,119.53,258.63,198.81,94.81,28.79,12.96,18.63,59.83,19.73,9,5,2,100.00,0.00
4574,379.02,268.03,107.47,128.93,5.56,265.76,23.31,77.84,4.92,6,4,1,100.00,0.00
4575,380.00,58.25,142.02,181.39,67.60,37.99,29.88,89.01,8.81,11,1,3,100.00,0.00
4576,156.30,39.14,11.24,113.28,64.88,0.65,20.40,81.43,17.67,11,9,0,65.78,1.00
4577,205.34,292.68,126.35,159.96,80.16,53.67,28.11,21.29,4.89,11,5,2,100.00,0.00
4578,104.85,260.50,152.93,196.15,61.61,247.16,12.44,79.61,4.50,2,3,2,100.00,0.00
4579,488.28,267.97,155.70,141.11,15.69,240.81,8.56,62.34,12.86,10,7,0,100.00,0.00
4580,322.80,265.91,154.02,114.67,85.32,102.04,31.16,52.22,14.11,12,5,3,100.00,0.00
4581,467.27,162.51,45.26,7.50,62.73,200.41,33.27,61.55,0.15,7,3,4,100.00,0.00
4582,151.69,193.92,195.08,74.90,80.76,152.17,-3.11,10.73,9.01,9,6,0,100.00,0.00
4583,390.95,163.61,199.04,113.09,77.41,271.42,17.13,16.10,9.78,19,4,1,100.00,0.00
4584,382.93,15.36,15.12,159.44,29.79,16.93,24.18,57.33,5.44,5,4,2,100.00,0.00
4585,345.83,223.65,187.29,87.62,7.46,243.95,-5.82,25.63,10.92,9,5,3,100.00,0.00
4586,482.82,151.60,57.89,192.01,17.65,51.18,36.48,59.10,3.09,13,4,1,100.00,0.00
4587,196.78,194.31,137.86,54.36,9.29,117.49,16.01,41.88,6.47,17,2,1,100.00,0.00
4588,65.36,150.79,67.62,148.91,24.34,57.59,22.27,91.67,14.26,8,1,0,68.25,1.00
4589,335.85,147.54,193.55,83.81,45.95,210.78,-1.09,95.47,17.48,15,3,2,100.00,0.00
4590,364.65,51.54,20.30,97.20,90.68,203.50,3.22,98.18,11.79,12,2,1,100.00,0.00
4591,287.53,83.61,99.55,160.50,87.20,164.37,-3.95,90.90,1.50,5,6,2,100.00,0.00
4592,103.41,47.66,85.61,59.24,71.86,209.45,3.20,98.73,13.57,11,3,2,82.53,0.00
4593,252.23,58.70,65.20,19.36,2.41,191.87,14.62,73.55,17.95,10,2,4,100.00,0.00
4594,156.09,291.89,129.11,104.05,34.14,232.93,31.68,96.45,10.09,10,2,0,100.00,0.00
4595,213.73,45.93,26.21,105.76,68.23,71.82,16.69,67.76,9.87,15,5,2,93.80,0.00
4596,322.61,80.78,143.33,159.43,12.90,128.67,2.22,82.83,19.83,14,2,4,100.00,0.00
4597,372.61,177.18,196.12,193.66,80.11,45.49,-7.77,21.87,12.73,11,7,3,100.00,0.00
4598,116.11,183.05,160.91,11.06,91.46,128.88,21.10,71.43,16.12,13,4,2,100.00,0.00
4599,202.66,46.19,172.00,118.34,35.41,210.51,11.01,93.80,12.93,8,6,1,100.00,0.00
4600,134.58,238.12,71.93,136.26,70.58,207.42,39.22,58.60,4.42,17,2,1,100.00,0.00
4601,99.32,235.56,64.98,197.16,14.82,212.83,28.99,26.81,5.68,13,6,3,100.00,0.00
4602,391.69,71.20,103.41,188.52,69.08,92.63,30.42,57.42,13.31,10,11,4,100.00,0.00
4603,454.63,86.60,9.15,142.49,2.15,198.66,-9.39,73.62,9.12,16,8,3,100.00,0.00
4604,185.12,281.40,189.07,104.36,15.08,110.24,28.89,79.28,8.09,17,4,1,100.00,0.00
4605,375.64,247.70,28.76,32.30,70.99,283.35,-0.27,57.13,0.45,14,4,1,100.00,0.00
4606,448.50,209.34,180.60,76.84,71.19,103.01,19.29,29.56,17.69,12,4,5,100.00,0.00
4607,423.06,24.67,16.72,117.02,64.12,180.91,12.37,93.40,17.69,8,9,3,100.00,0.00
4608,91.41,125.48,164.52,145.04,47.74,225.04,18.58,79.63,9.22,4,4,3,100.00,0.00
4609,478.15,167.79,30.39,127.08,67.49,271.92,-3.33,34.36,14.01,9,8,1,100.00,0.00
4610,188.34,56.22,7.63,142.82,77.38,131.38,12.84,83.06,3.56,10,5,5,94.12,0.00
4611,169.62,134.47,143.90,85.83,96.65,108.15,-8.15,41.31,10.08,7,4,2,100.00,0.00
4612,31.22,180.31,56.05,145.53,88.86,129.01,-7.95,38.12,8.78,5,3,2,70.46,1.00
4613,243.09,98.21,142.90,28.75,79.45,97.11,22.89,87.68,13.13,18,4,1,100.00,0.00
4614,54.51,234.28,111.02,32.52,69.48,196.18,37.58,88.59,9.39,10,6,2,85.98,0.00
4615,124.27,252.13,21.76,32.57,57.42,279.82,28.87,45.86,9.97,14,4,0,99.01,0.00
4616,158.47,97.08,186.43,178.17,12.06,37.82,13.46,10.80,5.91,11,6,4,100.00,0.00
4617,404.41,251.60,90.46,15.21,16.56,168.28,-7.21,26.79,0.97,6,6,1,100.00,0.00
4618,437.74,31.07,146.89,160.30,82.03,269.29,-7.75,91.84,18.34,3,5,1,100.00,0.00
4619,151.23,251.32,100.20,46.71,80.33,30.03,-2.11,90.89,0.24,6,5,1,100.00,0.00
4620,429.35,45.83,120.87,93.69,61.45,148.16,38.79,50.80,5.63,19,8,5,100.00,0.00
4621,428.62,24.88,60.55,183.19,43.88,259.57,9.93,37.37,8.95,14,6,1,100.00,0.00
4622,382.33,192.53,40.07,117.19,2.60,270.14,32.17,37.25,6.38,6,6,1,100.00,0.00
4623,73.35,141.58,108.51,42.02,32.72,154.31,25.26,90.75,11.04,10,4,2,77.32,1.00
4624,345.16,272.37,88.04,56.82,42.06,7.49,20.27,39.23,9.23,17,6,1,100.00,0.00
4625,472.51,108.96,78.02,184.09,48.58,31.69,37.39,56.04,5.11,7,0,0,100.00,0.00
4626,341.27,86.15,134.51,85.43,92.93,176.02,1.52,75.79,1.76,6,3,0,100.00,0.00
4627,165.81,150.22,138.10,117.40,10.87,37.16,12.74,28.85,2.75,13,5,3,100.00,0.00
4628,250.29,136.78,9.18,91.99,51.89,44.83,33.24,32.85,9.73,14,6,1,100.00,0.00
4629,322.86,103.33,67.75,75.69,36.79,231.64,17.59,42.23,16.92,21,7,3,100.00,0.00
4630,255.29,208.12,82.35,44.66,99.01,225.21,2.32,68.88,2.01,12,3,0,100.00,0.00
4631,59.98,227.87,19.38,137.24,86.19,252.83,0.45,83.57,13.54,6,5,0,87.27,0.00
4632,156.03,255.90,47.18,143.65,43.88,31.72,27.64,59.20,15.84,13,9,4,99.39,0.00
4633,401.20,291.86,10.33,54.98,99.97,59.44,-9.36,21.96,5.54,13,4,1,100.00,0.00
4634,430.71,80.00,199.25,157.80,51.41,249.89,35.71,50.16,13.36,11,3,2,100.00,0.00
4635,68.65,214.83,147.31,170.91,16.71,216.33,-9.08,21.49,13.73,6,7,7,100.00,0.00
4636,476.19,118.28,17.49,184.14,55.59,241.79,21.55,17.95,14.16,9,5,4,100.00,0.00
4637,164.41,203.12,4.05,32.24,22.62,296.92,20.24,63.07,17.82,9,3,1,100.00,0.00
4638,331.16,142.79,143.86,60.78,63.63,259.33,18.92,96.06,7.97,6,4,2,100.00,0.00
4639,375.91,298.13,87.84,172.07,93.74,156.14,13.72,85.39,4.87,5,4,4,100.00,0.00
4640,405.97,218.67,157.36,39.71,78.62,93.23,32.62,79.70,10.88,7,4,1,100.00,0.00
4641,472.87,285.75,184.70,0.69,27.32,170.90,22.97,75.44,1.25,6,5,2,100.00,0.00
4642,156.46,250.49,119.86,174.17,29.69,191.58,29.09,90.74,6.68,10,3,1,100.00,0.00
4643,429.25,270.87,37.42,65.29,6.93,100.59,-4.22,77.76,17.66,11,2,2,100.00,0.00
4644,65.84,244.33,156.44,82.90,28.59,231.28,-7.51,66.42,10.64,9,5,0,100.00,0.00
4645,352.52,137.75,191.16,89.27,9.26,27.83,-8.57,42.82,8.73,15,7,1,100.00,0.00
4646,370.99,75.54,116.05,169.65,49.94,233.82,-2.64,19.08,5.31,4,5,3,100.00,0.00
4647,338.86,111.10,136.40,67.58,70.83,9.60,23.35,51.49,5.01,10,4,0,100.00,0.00
4648,126.16,6.07,67.49,178.46,75.12,149.39,14.70,93.23,4.73,11,5,1,87.52,0.00
4649,436.52,157.20,76.31,123.39,5.95,258.43,27.61,62.48,16.58,13,6,2,100.00,0.00
4650,84.43,151.52,146.93,105.46,34.00,25.95,-0.41,26.61,19.70,16,4,4,83.74,0.00
4651,26.82,157.58,185.55,65.12,28.82,155.32,8.35,68.41,10.70,9,6,3,83.45,0.00
4652,358.73,292.21,125.80,48.74,10.43,47.82,34.42,51.89,1.60,11,2,0,100.00,0.00
4653,237.74,273.44,157.97,124.81,36.25,268.44,36.79,93.82,15.02,12,2,1,100.00,0.00
4654,424.55,48.51,34.33,89.38,29.93,249.70,36.09,24.48,17.54,9,6,1,100.00,0.00
4655,191.70,110.66,42.39,182.10,63.45,280.18,30.92,74.08,18.62,11,4,3,100.00,0.00
4656,84.14,127.19,106.41,98.33,88.33,262.49,24.41,71.34,12.58,12,6,1,97.89,0.00
4657,418.22,108.16,35.31,102.36,45.48,220.97,35.68,98.52,10.14,8,6,1,100.00,0.00
4658,274.45,239.55,127.00,83.34,74.67,55.47,25.71,60.84,12.41,11,3,4,100.00,0.00
4659,94.60,157.21,58.33,157.85,14.60,90.75,37.70,88.44,0.26,12,7,6,79.46,1.00
4660,360.19,171.63,158.31,84.97,89.50,149.06,-8.76,12.22,13.11,9,8,2,100.00,0.00
4661,255.56,255.90,161.62,53.87,15.26,176.67,36.08,21.06,14.19,8,5,1,100.00,0.00
4662,302.16,241.78,92.76,172.41,19.21,234.66,17.79,41.13,14.44,9,7,1,100.00,0.00
4663,230.45,39.66,36.16,119.37,10.65,68.09,-4.41,65.74,11.26,14,3,1,99.27,0.00
4664,414.35,214.17,129.35,118.30,30.97,38.48,0.75,50.42,14.00,14,2,2,100.00,0.00
4665,414.78,130.63,198.56,122.16,55.24,144.78,32.61,28.24,12.78,11,5,1,100.00,0.00
4666,354.69,88.39,124.52,143.77,98.80,47.35,15.31,63.03,2.31,8,6,2,100.00,0.00
4667,52.70,15.01,7.15,62.61,79.34,208.12,39.14,61.00,17.97,11,9,1,46.93,2.00
4668,419.43,146.17,3.46,6.77,38.04,172.69,-4.12,57.20,12.45,8,5,1,100.00,0.00
4669,335.51,106.63,64.07,162.12,57.58,222.33,10.63,18.15,14.56,11,4,5,100.00,0.00
4670,348.51,75.45,39.16,25.78,62.33,19.03,6.59,93.43,6.86,8,3,0,100.00,0.00
4671,181.49,208.40,162.61,144.36,82.27,289.41,15.81,63.30,18.38,7,5,1,100.00,0.00
4672,439.64,230.85,168.96,16.46,73.65,0.00,21.67,33.76,10.05,11,4,2,100.00,0.00
4673,362.69,73.44,51.72,75.06,56.93,97.63,23.08,71.87,13.58,9,3,1,100.00,0.00
4674,56.30,14.83,65.13,12.61,66.92,203.89,-9.94,38.61,19.04,17,5,3,55.94,2.00
4675,203.89,254.63,47.25,104.44,74.59,13.54,-5.55,55.53,18.32,7,4,3,100.00,0.00
4676,443.19,2.99,181.68,130.63,13.31,25.00,-8.25,40.70,12.90,7,2,1,100.00,0.00
4677,23.60,281.13,100.53,34.29,20.05,23.00,33.23,89.24,3.31,4,5,2,60.20,1.00
4678,480.71,188.29,131.23,74.33,68.86,174.45,5.66,99.46,19.01,6,1,2,100.00,0.00
4679,339.58,96.55,83.10,186.05,85.04,268.78,8.35,24.51,19.68,8,2,1,100.00,0.00
4680,315.69,73.94,126.20,88.48,40.93,166.63,12.52,12.12,2.07,14,8,1,100.00,0.00
4681,135.28,2.70,77.17,160.51,97.99,181.07,32.47,29.74,9.01,13,3,1,93.27,0.00
4682,124.40,70.64,67.94,185.44,21.61,103.80,-9.29,63.10,10.97,10,6,2,87.89,0.00
4683,471.03,41.32,126.90,194.87,41.67,5.62,-4.07,25.66,1.84,10,4,3,100.00,0.00
4684,149.14,183.65,118.21,179.66,37.85,6.48,24.26,83.03,3.79,10,3,1,100.00,0.00
4685,387.75,49.96,58.71,63.48,93.03,266.49,38.19,46.78,10.75,9,4,1,100.00,0.00
4686,196.56,158.59,29.87,192.51,28.54,30.77,22.14,64.95,19.26,12,4,3,100.00,0.00
4687,69.63,177.03,73.72,162.48,47.08,299.94,3.06,51.01,0.56,10,6,2,100.00,0.00
4688,5.36,89.41,83.04,167.44,18.72,49.33,15.99,91.30,18.25,11,4,0,48.06,2.00
4689,272.13,10.52,125.74,3.03,52.13,202.39,38.75,13.16,17.97,11,4,2,100.00,0.00
4690,487.89,11.18,182.91,190.85,85.74,284.69,16.40,75.64,17.14,9,5,0,100.00,0.00
4691,184.57,7.90,7.24,155.62,30.40,108.69,8.68,68.70,7.55,11,2,1,84.75,0.00
4692,178.60,221.74,48.73,153.59,81.08,220.33,9.17,68.46,9.82,11,6,4,100.00,0.00
4693,172.05,95.40,38.74,16.30,91.13,105.26,38.35,47.26,8.07,14,5,1,83.29,0.00
4694,260.27,238.89,100.46,46.51,7.30,91.48,25.95,11.41,18.95,8,7,1,100.00,0.00
4695,220.33,129.52,85.94,192.45,75.64,60.54,24.36,72.03,10.43,12,5,0,100.00,0.00
4696,439.96,135.90,145.81,100.14,25.53,246.28,1.60,84.65,1.61,7,3,0,100.00,0.00
4697,252.76,153.86,48.48,79.57,17.53,77.22,17.97,17.67,5.48,14,3,1,100.00,0.00
4698,253.88,213.91,118.90,167.99,60.11,84.95,7.84,49.75,9.24,8,5,1,100.00,0.00
4699,69.19,82.05,176.77,17.47,70.56,299.69,2.01,24.63,19.07,6,4,4,98.50,0.00
4700,491.37,36.48,182.14,83.39,39.48,98.19,34.78,64.98,11.38,13,5,3,100.00,0.00
4701,124.99,166.82,191.76,75.14,3.92,126.83,9.16,80.70,13.92,9,4,0,100.00,0.00
4702,36.68,98.09,154.65,69.97,90.87,297.02,4.14,70.00,1.77,15,1,2,92.69,0.00
4703,331.57,132.75,181.20,61.54,73.07,110.79,36.59,38.63,17.55,7,7,2,100.00,0.00
4704,297.68,194.08,46.91,42.01,27.17,109.85,-0.13,22.58,10.78,7,8,0,100.00,0.00
4705,207.57,148.24,39.52,34.58,49.69,248.31,27.28,81.48,18.42,15,4,1,100.00,0.00
4706,211.10,186.08,1.30,128.08,2.78,93.58,22.64,39.15,8.91,14,6,3,100.00,0.00
4707,392.53,163.26,141.37,183.88,33.93,70.14,36.02,11.99,13.66,15,6,2,100.00,0.00
4708,97.86,221.94,187.49,101.77,52.25,126.96,31.60,61.43,9.42,7,4,3,100.00,0.00
4709,410.13,211.78,37.39,59.59,51.72,210.19,25.26,32.20,2.85,9,3,0,100.00,0.00
4710,324.37,160.26,127.39,31.83,20.82,12.97,5.73,85.71,5.44,8,4,3,100.00,0.00
4711,209.48,203.67,149.29,166.03,77.67,112.17,14.78,22.89,1.35,13,5,2,100.00,0.00
4712,229.01,262.07,185.52,194.30,29.89,103.87,37.22,49.13,8.81,9,7,0,100.00,0.00
4713,128.32,129.68,129.37,69.83,58.04,73.45,-8.84,32.78,12.99,14,3,3,94.36,0.00
4714,376.06,123.83,194.06,58.19,27.15,196.29,29.72,72.06,4.87,6,9,3,100.00,0.00
4715,256.44,229.27,68.93,120.30,42.52,87.00,2.59,59.37,9.81,6,1,0,100.00,0.00
4716,160.43,174.77,69.99,155.07,20.75,182.02,-0.75,81.19,9.18,7,3,2,100.00,0.00
4717,298.03,21.30,108.60,91.08,63.30,151.30,1.61,51.28,10.67,16,4,1,100.00,0.00
4718,497.87,267.63,76.70,126.01,42.56,65.16,-7.01,10.43,3.69,7,8,3,100.00,0.00
4719,217.63,9.23,0.29,143.31,1.61,79.97,39.60,29.37,10.68,9,9,4,86.16,0.00
4720,460.35,224.52,146.35,192.12,2.82,51.18,33.49,99.92,7.28,13,3,2,100.00,0.00
4721,172.51,227.64,150.34,33.01,47.11,16.99,16.05,46.48,5.72,6,4,2,100.00,0.00
4722,27.37,285.93,149.39,199.48,18.32,185.76,25.76,65.82,11.72,12,6,2,100.00,0.00
4723,102.12,16.24,69.00,78.43,58.50,201.84,17.83,91.44,2.96,12,5,0,75.97,1.00
4724,209.35,179.06,104.46,144.64,40.82,49.80,30.58,11.85,18.01,8,5,3,100.00,0.00
4725,109.82,128.35,71.99,114.48,65.44,184.62,32.24,69.36,18.70,16,3,4,90.81,0.00
4726,0.11,99.19,3.21,97.33,95.24,294.63,1.64,35.95,13.21,13,4,1,53.81,2.00
4727,457.50,27.10,112.49,139.62,52.87,22.32,12.99,35.13,6.06,7,7,3,100.00,0.00
4728,421.94,168.80,24.75,79.15,78.74,147.11,21.74,30.24,12.52,13,7,1,100.00,0.00
4729,371.15,143.71,16.01,25.22,75.30,219.91,38.92,84.05,12.03,5,5,2,100.00,0.00
4730,83.91,31.37,151.10,97.78,92.18,13.80,24.13,43.57,7.83,5,6,2,72.70,1.00
4731,60.18,183.75,1.90,104.38,21.40,233.48,34.88,16.04,5.74,13,5,0,69.63,1.00
4732,33.80,221.39,191.80,40.38,82.73,293.85,32.31,18.72,3.37,11,5,3,100.00,0.00
4733,362.01,230.18,103.05,187.12,90.55,26.55,19.10,23.38,4.35,7,6,1,100.00,0.00
4734,464.40,271.61,196.60,45.50,39.28,246.67,34.68,90.90,13.06,8,9,0,100.00,0.00
4735,215.27,122.84,11.60,81.85,31.38,113.57,8.87,48.47,17.72,7,4,0,98.97,0.00
4736,59.57,285.92,116.71,30.99,95.20,43.23,8.96,92.44,7.70,3,6,1,81.15,0.00
4737,256.20,259.63,69.87,107.16,62.76,147.96,29.05,83.57,2.44,6,8,1,100.00,0.00
4738,174.42,88.95,168.70,61.53,38.07,21.46,-3.27,85.41,0.26,6,6,3,100.00,0.00
4739,187.41,47.78,72.24,97.85,79.18,156.63,5.29,35.81,8.12,9,4,2,100.00,0.00
4740,310.67,130.62,52.10,44.92,30.45,5.81,20.43,34.42,4.65,7,5,1,100.00,0.00
4741,359.36,120.57,171.51,10.76,17.64,218.58,11.00,60.41,6.45,10,2,2,100.00,0.00
4742,55.30,172.72,74.93,155.85,54.40,146.39,37.04,47.61,4.83,11,7,3,79.70,1.00
4743,17.80,175.02,3.37,128.22,56.62,137.68,37.93,55.82,13.28,6,3,3,50.37,2.00
4744,497.17,225.00,78.06,68.15,82.57,58.86,15.13,14.79,12.77,9,3,1,100.00,0.00
